,job,marital,education,default,housing,loan,contact,month,y,age,balance,day,duration,campaign
11180,2,1,2,0,0,0,0,6,0,49,997,18,118,1
11181,3,1,3,0,1,1,0,6,0,39,2310,18,104,1
11182,2,1,2,1,0,0,0,6,0,37,0,18,236,1
11183,1,1,0,0,0,0,0,6,0,49,1401,18,300,1
11184,10,1,1,0,0,0,0,6,0,54,5048,18,163,1
11185,1,1,3,1,0,1,0,6,0,48,0,18,103,1
11186,1,2,2,0,1,0,0,6,0,37,0,18,187,1
11187,1,0,3,0,0,0,0,6,1,41,11008,18,1540,1
11188,5,0,0,0,0,0,0,6,0,49,332,18,163,2
11189,2,1,2,0,0,1,0,6,0,46,179,18,129,1
11190,4,1,1,0,0,0,0,6,0,55,761,18,67,1
11191,4,2,2,0,0,1,0,6,0,38,889,18,362,1
11192,4,0,1,0,0,0,0,6,1,42,4930,18,973,1
11193,2,1,2,0,1,0,0,6,0,42,-813,18,36,4
11194,8,0,3,0,0,0,0,6,0,37,2087,18,167,1
11195,10,1,1,0,0,0,0,6,0,60,0,18,138,1
11196,5,1,1,0,0,0,0,6,0,59,0,18,1009,1
11197,5,1,1,0,1,0,0,6,0,47,490,18,55,10
11198,5,1,1,0,1,0,0,6,0,48,5173,18,88,8
11199,1,1,1,0,0,0,0,6,0,48,5348,18,105,1
11200,2,1,2,0,0,0,0,6,0,37,603,18,339,2
11201,7,0,2,0,0,0,0,6,0,36,755,18,355,1
11202,7,2,2,0,0,1,0,6,0,47,829,18,466,2
11203,8,1,2,0,0,0,0,6,0,37,2235,18,94,1
11204,5,1,1,0,0,0,0,6,0,60,3,18,227,1
11205,11,0,0,0,0,0,0,6,0,38,722,18,65,1
11206,1,1,3,0,0,0,0,6,0,47,414,18,387,1
11207,5,2,2,0,1,0,0,6,0,56,389,18,379,5
11208,0,1,0,0,0,0,0,6,0,51,167,18,205,4
11209,7,1,0,0,0,0,0,6,0,37,-224,18,332,2
11210,4,0,1,0,0,0,0,6,0,48,0,18,71,1
11211,7,1,3,0,0,0,0,6,0,39,6497,18,567,1
11212,4,1,2,0,1,0,0,6,0,44,1025,18,200,1
11213,4,1,0,0,0,0,0,6,1,35,1201,18,537,1
11214,1,1,3,0,0,0,0,6,0,44,17361,18,476,1
11215,10,2,1,0,0,0,0,6,0,58,0,18,290,2
11216,7,1,0,0,0,0,0,6,0,56,616,18,1812,1
11217,1,2,3,0,0,0,0,6,0,45,959,18,74,1
11218,6,1,2,0,1,0,0,6,0,50,1019,18,76,1
11219,1,1,3,0,0,0,0,6,0,57,1172,18,26,1
11220,5,1,2,0,0,0,0,6,0,59,5744,18,632,1
11221,1,1,3,0,1,0,0,6,0,58,3768,18,316,1
11222,10,1,1,0,0,0,0,6,0,58,1274,18,35,7
11223,4,2,1,0,0,0,0,6,0,46,2870,18,52,6
11224,7,1,2,0,0,0,0,6,0,50,753,18,59,2
11225,5,1,1,0,0,0,0,6,0,52,9,18,243,1
11226,1,1,3,0,1,1,0,6,0,44,2283,18,81,2
11227,5,1,1,0,0,0,0,6,0,59,1245,18,205,2
11228,10,2,1,0,0,0,0,6,0,54,1194,18,58,3
11229,4,1,1,0,0,1,0,6,0,39,-186,18,320,3
11230,6,1,2,0,0,0,0,6,0,48,17957,18,700,7
11231,8,0,0,0,0,0,0,6,0,48,0,18,453,1
11232,7,1,2,0,1,0,0,6,0,44,1872,18,146,3
11233,3,1,3,0,0,0,0,6,0,56,773,18,345,1
11234,1,0,3,0,1,0,0,6,0,32,7419,18,248,29
11235,4,2,2,0,1,0,0,6,0,53,517,18,188,2
11236,6,1,2,0,0,0,0,6,0,36,90,18,166,3
11237,1,1,2,0,0,0,0,6,0,55,0,18,324,2
11238,4,0,0,0,0,0,0,6,0,44,4330,18,16,9
11239,3,0,2,0,0,0,0,6,0,51,440,18,392,1
11240,6,1,2,0,1,0,0,6,0,48,1800,18,103,1
11241,4,2,2,0,1,0,0,6,0,56,486,18,577,4
11242,4,0,0,0,0,0,0,6,0,47,2443,18,422,1
11243,8,1,3,0,0,0,0,6,0,53,235,18,112,3
11244,9,1,1,0,0,0,0,6,0,47,0,18,308,1
11245,1,1,3,0,0,0,0,6,0,52,1147,18,43,1
11246,4,1,2,0,1,0,0,6,0,44,-448,18,149,2
11247,5,1,3,0,0,0,0,6,0,60,1336,18,324,1
11248,4,1,0,0,0,0,0,6,0,59,337,18,100,4
11249,6,1,2,0,0,0,0,6,0,35,1476,18,209,12
11250,7,1,2,0,0,0,0,6,0,37,2128,18,105,1
11251,3,1,2,0,0,0,0,6,1,41,707,18,707,1
11252,2,1,2,0,1,1,0,6,1,33,4,18,625,2
11253,2,1,2,0,0,0,0,6,0,47,3478,18,13,11
11254,6,1,2,0,0,0,0,6,1,46,126,18,1255,1
11255,1,1,3,0,0,0,0,6,0,50,3296,18,255,2
11256,7,0,2,0,0,0,0,6,0,45,1771,18,50,2
11257,7,2,2,0,1,0,0,6,0,38,446,18,373,4
11258,0,1,0,0,0,0,0,6,0,50,200,18,18,6
11259,10,1,2,0,0,0,0,6,0,43,5233,18,108,2
11260,4,1,1,0,1,0,0,6,0,54,45,18,142,20
11261,2,0,3,0,0,0,0,6,0,38,11,18,78,3
11262,5,2,1,0,0,1,0,6,0,59,681,18,376,7
11263,10,2,2,0,0,0,0,6,0,37,37,18,155,2
11264,2,1,2,0,0,0,0,6,0,51,2682,18,56,1
11265,1,1,3,0,0,0,0,6,0,58,2729,18,188,1
11266,2,1,2,0,0,0,0,6,0,53,1776,18,443,7
11267,6,1,2,0,0,0,0,6,0,59,479,18,326,1
11268,1,1,3,0,0,0,0,6,0,60,11,18,802,3
11269,0,1,0,0,0,0,0,6,0,47,1880,18,64,2
11270,6,0,2,0,0,0,0,6,0,60,3916,18,18,5
11271,1,2,3,0,1,0,0,6,0,45,220,18,89,4
11272,11,0,0,0,0,0,0,6,0,36,386,18,359,2
11273,4,1,2,0,0,0,0,6,0,37,523,18,257,2
11274,7,2,2,0,1,1,0,6,0,44,608,18,19,30
11275,2,1,2,0,0,0,0,6,0,45,2571,18,146,2
11276,5,2,1,0,0,0,0,6,0,57,914,18,404,2
11277,5,1,1,0,0,0,0,6,0,45,1152,18,234,2
11278,4,0,2,0,1,1,0,6,0,38,519,18,13,14
11279,3,1,3,0,0,0,0,6,0,36,9405,18,297,3
11280,4,0,2,0,0,0,0,6,0,39,1967,18,156,9
11281,2,1,2,0,1,0,0,6,0,52,0,18,636,12
11282,2,1,0,0,1,0,0,6,0,49,1355,18,300,3
11283,2,1,3,0,1,1,0,6,0,40,-1779,18,37,2
11284,10,0,1,0,0,0,0,6,1,44,1059,18,2093,1
11285,7,1,2,0,1,1,0,6,0,38,611,18,61,3
11286,7,1,2,0,1,0,0,6,0,36,1024,18,111,2
11287,4,1,2,0,1,0,0,6,1,31,671,18,704,4
11288,4,1,1,0,0,0,0,6,0,42,3,18,45,3
11289,3,1,2,0,0,0,0,6,0,44,692,18,73,4
11290,2,1,3,0,0,0,0,6,0,40,4396,18,1195,2
11291,4,1,1,0,1,0,0,6,0,50,280,18,61,23
11292,7,2,2,0,1,0,0,6,0,41,2769,18,96,3
11293,6,1,2,0,0,0,0,6,0,41,1245,18,140,3
11294,4,1,0,0,1,0,0,6,0,57,4722,18,121,2
11295,4,1,1,0,1,0,0,6,0,49,1050,18,84,5
11296,6,0,2,0,0,0,0,6,0,33,3160,18,719,13
11297,4,1,1,0,0,0,0,6,0,51,1238,18,48,10
11298,2,1,3,0,0,0,0,6,0,51,1533,18,242,2
11299,4,0,2,0,0,0,0,6,0,31,54,18,230,3
11300,1,1,3,0,0,0,0,6,0,53,694,18,130,6
11301,4,0,2,0,0,0,0,6,0,28,623,18,25,41
11302,5,1,1,0,0,0,0,6,0,47,197,18,57,2
11303,5,1,2,0,0,0,0,6,0,53,357,18,154,2
11304,1,1,2,0,0,0,0,6,0,60,358,18,74,2
11305,7,2,1,0,1,0,0,6,0,37,0,18,77,2
11306,3,1,1,0,0,0,0,6,0,60,0,18,201,1
11307,8,1,2,0,0,0,0,6,0,38,29125,18,313,2
11308,1,1,3,0,0,0,0,6,0,58,5680,18,114,1
11309,4,2,0,0,0,0,0,6,0,40,2357,18,66,3
11310,9,1,2,0,1,0,0,6,0,50,193,18,305,6
11311,5,1,1,0,0,0,0,6,0,60,415,18,49,2
11312,4,0,1,0,1,0,0,6,0,37,12130,18,429,13
11313,10,2,1,0,0,0,0,6,0,48,2582,18,51,4
11314,7,0,2,0,1,0,0,6,0,45,359,18,41,8
11315,2,2,2,0,0,0,0,6,0,47,165,18,99,3
11316,6,0,2,0,0,0,0,6,1,51,1994,18,771,2
11317,10,2,1,0,0,0,0,6,0,57,113,18,378,2
11318,4,1,1,0,0,0,0,6,0,57,1236,18,152,9
11319,1,2,3,0,0,0,0,6,0,44,0,18,491,3
11320,4,0,2,0,0,0,0,6,0,38,1121,18,203,1
11321,7,1,2,0,0,0,0,6,0,38,393,18,90,3
11322,0,2,0,0,0,0,0,6,0,57,4244,18,626,5
11323,4,1,1,0,0,0,0,6,0,46,1823,18,135,3
11324,4,0,3,0,1,0,0,6,0,44,827,18,65,4
11325,10,1,1,0,0,0,0,6,0,42,1371,18,125,8
11326,4,1,0,0,0,1,0,6,0,49,507,18,16,14
11327,2,0,3,0,1,1,0,6,0,54,1433,18,18,20
11328,2,1,2,0,1,0,0,6,0,54,1455,18,90,4
11329,5,1,1,0,0,0,0,6,0,59,1427,18,140,2
11330,4,1,1,0,0,0,0,6,0,37,1104,18,15,8
11331,10,0,1,0,0,0,0,6,0,39,1340,18,113,2
11332,3,1,1,0,1,1,0,6,0,53,-257,18,249,5
11333,7,1,2,0,0,0,0,6,0,49,2058,18,82,3
11334,0,1,0,0,0,0,0,6,0,48,2261,18,445,3
11335,1,1,3,0,1,0,0,6,1,32,607,18,1060,5
11336,1,1,3,0,1,1,0,6,0,45,-687,18,92,2
11337,4,1,1,0,1,0,0,6,0,36,946,18,255,3
11338,10,1,1,0,0,0,0,6,0,58,2387,18,55,2
11339,7,1,2,0,0,0,0,6,0,42,3236,18,521,11
11340,7,2,2,0,0,1,0,6,0,44,20541,18,501,2
11341,6,0,2,0,1,0,0,6,0,40,1670,18,161,2
11342,4,1,0,0,0,0,0,6,0,57,4148,18,340,3
11343,4,1,1,0,1,0,0,6,0,42,-303,18,40,3
11344,7,1,1,0,0,1,0,6,0,47,504,18,156,3
11345,4,0,1,0,0,0,0,6,0,39,0,18,375,2
11346,6,1,2,0,0,0,0,6,0,52,0,18,161,1
11347,10,2,1,0,0,0,0,6,0,57,7451,18,43,4
11348,6,1,2,0,1,0,0,6,0,36,542,18,604,6
11349,4,1,2,0,0,0,0,6,0,59,0,18,368,1
11350,4,1,2,0,0,1,0,6,0,44,2092,18,452,1
11351,4,1,1,0,0,1,0,6,1,41,219,18,1574,3
11352,6,1,2,0,0,0,0,6,0,39,0,19,29,11
11353,4,1,2,0,1,0,0,6,0,58,1826,19,47,3
11354,3,1,1,0,0,0,0,6,0,60,987,19,102,13
11355,0,1,1,0,0,0,0,6,0,46,110,19,113,14
11356,4,1,2,0,0,0,0,6,0,36,537,19,160,6
11357,4,1,1,0,0,0,0,6,0,48,649,19,136,2
11358,4,1,2,0,0,0,0,6,0,50,5,19,170,7
11359,6,0,2,0,0,0,0,6,0,44,2524,19,82,1
11360,2,1,2,0,0,0,0,6,0,42,370,19,302,5
11361,4,1,1,0,0,0,0,6,0,54,10662,19,256,1
11362,7,1,2,0,0,1,0,6,0,50,748,19,147,1
11363,6,1,2,0,0,0,0,6,0,47,1195,19,451,1
11364,7,1,2,0,0,0,0,6,0,41,7509,19,575,1
11365,2,1,2,0,0,0,0,6,0,41,1278,19,532,1
11366,1,1,0,0,0,0,0,6,0,60,6313,19,39,2
11367,1,1,3,0,0,0,0,6,0,54,4112,19,86,1
11368,10,1,1,0,0,0,0,6,0,46,1188,19,675,5
11369,4,1,1,0,0,0,0,6,0,59,4143,19,122,1
11370,4,1,1,0,1,0,0,6,0,40,117,19,172,3
11371,9,1,2,0,0,0,0,6,0,57,0,19,97,1
11372,6,2,2,0,0,0,0,6,0,53,-112,19,394,1
11373,8,1,2,0,0,0,0,6,0,50,306,19,37,1
11374,7,0,3,0,0,0,0,6,0,39,410,19,266,4
11375,9,2,3,0,0,0,0,6,0,52,0,19,297,1
11376,2,2,2,0,0,0,0,6,0,51,107,19,593,1
11377,4,1,2,0,0,0,0,6,0,55,2010,19,446,1
11378,5,0,2,0,0,0,0,6,0,57,630,19,276,1
11379,1,0,0,0,1,0,0,6,0,46,312,19,108,4
11380,3,0,3,0,1,0,0,6,0,50,0,19,638,1
11381,5,1,1,0,0,1,0,6,0,56,1906,19,45,9
11382,2,1,0,0,0,0,0,6,0,38,499,19,240,6
11383,5,1,2,0,0,0,0,6,0,59,1723,19,70,1
11384,3,0,0,0,0,0,0,6,0,42,33,19,25,1
11385,6,1,2,0,1,0,0,6,0,41,2,19,64,1
11386,2,1,3,0,0,0,0,6,0,45,3626,19,2485,2
11387,3,1,3,0,1,0,0,6,0,48,269,19,149,1
11388,5,1,1,0,0,0,0,6,0,54,1925,19,348,3
11389,1,1,3,1,1,1,0,6,0,38,-1007,19,71,1
11390,4,2,1,0,1,0,0,6,0,50,-232,19,168,1
11391,4,1,1,0,1,0,0,6,0,58,0,19,573,1
11392,4,1,2,0,0,0,0,6,0,55,5874,19,229,1
11393,5,1,2,0,1,0,0,6,0,58,1463,19,446,1
11394,2,1,2,0,1,0,0,6,0,54,415,19,34,31
11395,8,0,0,0,1,0,0,6,0,41,426,19,75,1
11396,7,1,3,0,0,0,0,6,0,39,16,19,32,1
11397,2,1,2,0,0,0,0,6,0,55,891,19,268,1
11398,1,2,3,0,1,0,0,6,0,41,1,19,244,1
11399,4,1,2,0,0,0,0,6,0,40,3316,19,102,3
11400,9,2,2,0,0,0,0,6,0,53,4512,19,203,2
11401,5,1,3,0,0,0,0,6,0,58,5087,19,252,1
11402,6,1,2,0,0,0,0,6,0,51,884,19,50,1
11403,2,1,2,0,0,0,0,6,0,49,148,19,13,1
11404,3,1,2,0,0,0,0,6,0,58,3,19,188,5
11405,3,1,3,0,0,1,0,6,0,37,678,19,395,1
11406,8,1,2,0,0,0,0,6,0,40,0,19,61,1
11407,3,1,1,0,0,1,0,6,0,55,38,19,63,1
11408,7,1,2,0,0,0,0,6,0,55,477,19,170,1
11409,4,1,1,0,0,1,0,6,0,42,692,19,207,1
11410,8,0,3,0,0,0,0,6,0,43,0,19,147,1
11411,1,1,2,0,0,0,0,6,0,44,11972,19,127,1
11412,2,1,3,0,0,0,0,6,0,56,1663,19,22,1
11413,4,2,2,0,1,0,0,6,0,49,848,19,109,1
11414,1,2,3,0,1,0,0,6,0,51,3415,19,677,1
11415,1,1,3,0,0,0,0,6,0,50,4045,19,167,1
11416,8,1,3,0,1,0,0,6,0,43,4324,19,105,1
11417,9,1,1,0,0,0,0,6,0,41,2636,19,318,1
11418,7,1,2,0,0,0,0,6,0,54,0,19,220,1
11419,6,1,2,0,0,0,0,6,0,45,825,19,140,1
11420,4,1,2,0,1,0,0,6,0,40,273,19,1082,1
11421,5,1,2,0,1,1,0,6,0,57,712,19,824,1
11422,4,2,2,0,0,1,0,6,0,39,37,19,248,1
11423,5,1,1,0,1,0,0,6,0,59,143,19,11,1
11424,1,1,3,0,0,0,0,6,0,44,7177,19,89,2
11425,4,0,1,0,0,1,0,6,0,44,1308,19,161,1
11426,7,1,2,0,0,0,0,6,0,55,557,19,58,1
11427,7,2,2,0,0,0,0,6,0,45,1381,19,653,2
11428,2,1,2,0,0,1,0,6,0,59,2528,19,216,1
11429,2,2,2,0,1,0,0,6,0,41,586,19,223,1
11430,7,1,2,0,0,0,0,6,0,40,1358,19,96,1
11431,6,1,2,0,0,0,0,6,0,43,1113,19,477,7
11432,4,1,1,0,0,0,0,6,0,50,1179,19,30,1
11433,1,2,2,0,0,0,0,6,0,36,47,19,159,1
11434,6,1,2,0,0,0,0,6,0,59,1365,19,327,1
11435,4,1,1,0,1,0,0,6,0,40,607,19,432,1
11436,6,0,2,0,1,0,0,6,0,42,283,19,446,1
11437,5,1,0,0,1,0,0,6,0,57,1621,19,108,1
11438,4,1,1,0,0,0,0,6,0,46,1844,19,29,1
11439,1,1,0,0,0,0,0,6,0,38,3053,19,178,1
11440,9,0,1,0,1,0,0,6,0,40,5613,19,152,2
11441,3,2,2,0,0,0,0,6,0,52,302,19,169,2
11442,6,0,2,0,1,0,0,6,0,37,124,19,635,3
11443,9,1,1,0,0,0,0,6,0,52,425,19,122,1
11444,4,1,1,0,0,0,0,6,0,48,343,19,136,1
11445,4,0,1,0,1,0,0,6,0,42,1401,19,69,1
11446,4,1,1,0,1,0,0,6,0,37,0,19,129,3
11447,9,1,1,0,1,0,0,6,0,46,641,19,201,1
11448,4,2,2,0,0,0,0,6,1,41,3622,19,1135,4
11449,4,1,1,0,1,0,0,6,0,45,351,19,66,1
11450,6,0,2,0,1,0,0,6,1,57,5768,19,512,1
11451,4,2,2,0,1,0,0,6,0,57,1795,19,818,1
11452,9,1,0,0,0,0,0,6,0,36,1437,19,810,2
11453,8,1,3,0,0,0,0,6,0,35,1833,19,138,1
11454,1,1,3,0,1,0,0,6,0,52,3737,19,574,4
11455,6,1,2,0,1,0,0,6,0,56,6005,19,44,6
11456,4,1,1,0,1,0,0,6,0,37,253,19,145,2
11457,9,2,2,0,1,0,0,6,0,41,271,19,196,2
11458,7,1,2,0,0,1,0,6,0,48,334,19,270,2
11459,4,1,1,0,0,0,0,6,0,54,211,19,200,2
11460,6,2,0,0,0,0,0,6,0,50,4204,19,335,2
11461,5,1,2,1,0,1,0,6,0,56,101,19,330,1
11462,6,2,2,0,0,0,0,6,0,41,256,19,91,1
11463,4,0,0,0,0,0,0,6,0,48,2961,19,361,1
11464,1,1,2,0,0,0,0,6,0,51,2604,19,64,1
11465,1,0,3,0,1,0,0,6,0,35,2808,19,221,12
11466,6,1,2,0,0,0,0,6,0,40,1,19,84,3
11467,8,1,1,0,1,0,0,6,0,48,1204,19,53,1
11468,5,2,2,0,0,0,0,6,0,47,0,19,141,1
11469,4,1,2,0,1,1,0,6,0,56,771,19,254,1
11470,5,2,2,0,0,1,0,6,1,55,1580,19,1007,1
11471,4,1,1,0,1,0,0,6,0,52,1409,19,224,1
11472,5,0,0,0,0,0,0,6,0,38,62,19,212,1
11473,4,2,1,0,0,0,0,6,0,52,2800,19,149,1
11474,6,1,0,0,0,0,0,6,0,47,989,19,116,1
11475,4,2,1,0,0,0,0,6,0,46,1712,19,110,1
11476,9,1,2,0,0,0,0,6,0,56,216,19,77,1
11477,2,1,0,0,0,0,0,6,0,37,47,19,374,3
11478,4,1,1,0,0,0,0,6,0,38,2322,19,207,1
11479,4,2,2,0,0,1,0,6,0,41,1,19,289,1
11480,7,1,2,0,0,1,0,6,0,53,2774,19,193,1
11481,4,1,1,0,0,0,0,6,0,40,2132,19,143,1
11482,9,0,1,0,0,0,0,6,0,55,10183,19,106,1
11483,10,1,1,0,0,0,0,6,0,47,823,19,191,3
11484,6,1,2,0,0,0,0,6,0,42,0,19,370,1
11485,5,1,2,0,0,0,0,6,0,54,6449,19,487,1
11486,4,1,1,0,0,1,0,6,0,49,98,19,534,1
11487,3,1,1,0,0,0,0,6,0,49,563,19,84,1
11488,2,1,0,0,1,0,0,6,0,44,1127,19,118,4
11489,9,1,2,0,0,0,0,6,0,47,0,19,284,1
11490,3,1,1,0,0,0,0,6,0,51,4711,19,253,1
11491,4,1,2,0,0,1,0,6,0,46,1120,19,786,1
11492,3,1,1,0,0,0,0,6,0,59,0,19,239,1
11493,4,1,0,0,1,0,0,6,0,50,1389,19,162,3
11494,9,1,1,0,0,0,0,6,0,38,338,19,219,2
11495,10,1,3,0,1,1,0,6,0,39,4,19,185,1
11496,7,1,2,0,0,0,0,6,0,58,5087,19,135,1
11497,2,1,3,0,1,1,0,6,0,41,-378,19,252,2
11498,1,1,3,0,0,0,0,6,0,45,9711,19,416,3
11499,7,1,2,0,1,1,0,6,0,36,3972,19,32,1
11500,4,2,2,0,0,0,0,6,0,46,2441,19,217,2
11501,8,1,3,0,0,0,0,6,0,56,411,19,145,4
11502,2,1,2,0,1,0,0,6,0,24,691,19,93,2
11503,4,1,1,0,0,0,0,6,0,51,1938,19,61,1
11504,4,1,2,0,1,1,0,6,0,29,508,19,262,5
11505,6,0,0,0,0,0,0,6,0,42,22,19,246,3
11506,1,1,3,0,0,0,0,6,0,51,3134,19,92,3
11507,2,1,2,0,0,0,0,6,1,53,1319,19,1318,3
11508,2,0,2,0,1,1,0,6,0,23,-782,19,197,10
11509,2,2,2,0,0,0,0,6,0,47,5735,19,282,4
11510,10,1,1,0,0,0,0,6,1,55,2152,19,922,2
11511,3,1,3,0,0,0,0,6,0,52,0,19,163,3
11512,3,1,2,0,0,1,0,6,0,50,1857,19,26,2
11513,1,1,3,0,0,0,0,6,0,48,13501,19,63,2
11514,6,1,2,0,0,1,0,6,0,37,0,19,176,2
11515,7,1,2,0,1,0,0,6,1,39,2843,19,585,1
11516,6,1,2,0,0,0,0,6,0,53,2955,19,605,1
11517,6,0,2,0,1,0,0,6,0,20,66,19,75,2
11518,2,1,2,0,0,0,0,6,0,38,634,19,211,2
11519,1,1,3,0,0,0,0,6,1,36,1352,19,2028,1
11520,9,1,3,0,0,0,0,6,0,57,209,19,453,1
11521,4,1,1,0,1,0,0,6,0,28,237,19,498,7
11522,7,1,1,0,0,1,0,6,0,40,2469,19,202,2
11523,0,1,0,0,0,0,0,6,0,40,35,19,40,1
11524,4,1,1,0,0,0,0,6,0,50,59,19,184,1
11525,4,1,1,0,0,0,0,6,0,55,5109,19,55,1
11526,3,1,3,1,0,0,0,6,1,40,0,19,952,4
11527,5,1,1,0,0,0,0,6,0,55,868,19,207,1
11528,4,0,2,0,0,0,0,6,0,36,0,19,238,1
11529,5,1,1,0,1,0,0,6,0,53,828,19,232,1
11530,2,0,2,0,0,0,0,6,0,38,207,19,76,2
11531,2,0,2,0,1,0,0,6,0,35,23,19,113,2
11532,4,1,2,0,1,0,0,6,0,44,17,19,153,14
11533,0,1,0,0,0,0,0,6,0,60,652,19,525,1
11534,1,1,0,0,0,0,0,6,0,55,179,19,97,1
11535,5,1,2,0,1,1,0,6,0,54,3846,19,216,2
11536,6,0,2,0,0,1,0,6,0,39,0,19,142,1
11537,10,1,1,0,0,0,0,6,0,54,774,19,290,1
11538,3,1,3,0,0,0,0,6,0,39,6495,19,280,3
11539,6,1,2,0,0,0,0,6,0,52,422,19,559,1
11540,0,0,0,0,0,0,0,6,0,46,63,19,235,1
11541,4,1,1,0,0,1,0,6,0,51,91,19,368,2
11542,6,1,2,0,0,0,0,6,0,56,5310,19,74,1
11543,5,1,2,0,0,0,0,6,0,52,1282,19,148,5
11544,10,1,1,0,0,0,0,6,0,55,1537,19,359,1
11545,4,1,1,0,0,0,0,6,0,44,1669,19,64,2
11546,5,1,1,0,0,0,0,6,1,59,1115,19,834,1
11547,6,1,2,0,0,0,0,6,0,36,4280,19,227,6
11548,1,1,0,0,1,0,0,6,0,42,587,19,16,9
11549,2,1,2,0,0,0,0,6,0,57,1070,19,73,1
11550,6,2,2,0,0,0,0,6,0,37,796,19,104,1
11551,2,1,2,0,1,0,0,6,0,57,461,19,69,2
11552,4,2,2,0,0,0,0,6,0,43,1138,19,65,1
11553,0,1,1,0,0,0,0,6,0,39,2860,19,133,1
11554,2,1,2,0,0,0,0,6,0,56,2558,19,288,1
11555,4,2,1,0,0,0,0,6,0,55,0,19,120,1
11556,1,1,3,0,0,0,0,6,0,49,3022,19,38,1
11557,4,0,2,0,0,0,0,6,0,38,48,19,43,3
11558,10,1,2,0,0,0,0,6,0,41,876,19,78,1
11559,10,2,1,0,0,0,0,6,0,46,148,19,166,1
11560,7,1,2,0,1,0,0,6,0,47,759,19,30,2
11561,6,1,2,0,0,0,0,6,0,36,4011,19,10,16
11562,8,0,3,0,0,0,0,6,0,36,1923,19,219,1
11563,7,2,1,0,0,1,0,6,0,48,-110,19,164,2
11564,6,2,2,0,0,1,0,6,0,52,98,19,148,1
11565,6,1,2,0,1,0,0,6,0,37,313,19,11,7
11566,4,1,1,0,1,0,0,6,0,36,-453,19,130,1
11567,9,1,2,0,0,1,0,6,0,51,-267,19,208,2
11568,10,1,1,0,0,0,0,6,0,59,1071,19,140,1
11569,4,0,3,0,0,0,0,6,0,41,6025,19,559,1
11570,5,1,2,0,0,0,0,6,0,57,2020,19,93,4
11571,4,1,0,0,1,0,0,6,0,46,626,19,177,2
11572,7,2,2,0,1,0,0,6,0,42,241,19,405,2
11573,1,1,3,0,1,0,0,6,0,45,-52,19,202,1
11574,4,0,2,0,0,1,0,6,0,39,1986,19,367,1
11575,2,1,1,0,0,1,0,6,0,55,202,19,60,1
11576,7,1,2,0,1,0,0,6,0,36,472,19,1017,1
11577,0,1,3,0,0,0,0,6,0,43,1937,19,385,1
11578,8,1,1,0,0,0,0,6,0,48,3062,19,237,5
11579,7,1,2,0,1,0,0,6,0,53,76,19,237,2
11580,2,0,2,0,1,0,0,6,0,28,593,19,202,1
11581,4,1,1,0,1,0,0,6,0,28,182,19,153,1
11582,11,0,2,0,1,0,0,6,0,25,722,19,172,1
11583,8,2,2,0,1,0,0,6,0,38,2674,19,163,2
11584,1,2,2,0,1,0,0,6,0,51,2843,19,97,2
11585,4,0,1,0,1,0,0,6,0,28,2340,19,399,1
11586,4,1,1,0,1,0,0,6,0,26,-157,19,60,1
11587,4,1,2,0,1,1,0,6,0,26,1028,19,431,1
11588,5,2,1,0,0,0,0,6,0,54,52,19,184,3
11589,2,1,2,0,1,0,0,6,0,29,7836,19,155,1
11590,5,2,3,0,1,0,0,6,1,52,-309,19,500,2
11591,7,1,2,0,0,0,0,6,0,50,3374,19,27,2
11592,3,1,2,0,0,0,0,6,0,44,168,19,167,2
11593,1,1,2,0,0,1,0,6,0,37,121,19,89,2
11594,7,0,2,0,0,0,0,6,0,39,2453,19,92,2
11595,2,0,3,0,1,0,0,6,0,28,940,19,296,1
11596,6,0,2,0,1,0,0,6,0,29,613,19,779,1
11597,3,1,2,0,0,0,0,6,0,47,0,19,563,2
11598,4,1,2,0,0,0,0,6,0,38,1403,19,146,2
11599,1,0,3,0,0,0,0,6,0,35,250,19,92,2
11600,4,1,1,0,1,0,0,6,0,40,-108,19,149,3
11601,2,1,2,0,0,0,0,6,0,48,7,19,354,7
11602,6,1,2,0,0,0,0,6,0,47,4923,19,121,3
11603,1,1,3,0,1,0,0,6,0,40,20,19,106,2
11604,3,1,3,0,1,1,0,6,0,41,5736,19,136,2
11605,2,0,2,0,1,0,0,6,0,26,-859,19,297,1
11606,4,1,2,0,1,0,0,6,0,25,1782,19,549,1
11607,4,1,2,0,1,1,0,6,0,28,1331,19,267,2
11608,9,1,2,0,0,0,0,6,0,35,2228,19,461,2
11609,6,0,2,0,0,0,0,6,0,38,435,19,117,2
11610,6,0,2,0,1,0,0,6,0,29,732,19,409,1
11611,6,1,2,0,1,0,0,6,0,23,299,19,104,1
11612,10,1,1,0,1,0,0,6,0,55,136,19,15,10
11613,0,1,3,0,0,0,0,6,0,61,50,19,216,2
11614,3,1,2,0,1,0,0,6,0,29,0,19,211,1
11615,8,1,1,0,0,0,0,6,0,36,2022,19,71,2
11616,4,1,1,0,1,0,0,6,0,48,237,19,18,18
11617,4,0,2,0,0,0,0,6,1,42,625,19,651,3
11618,2,1,3,0,1,0,0,6,1,45,377,19,835,3
11619,4,1,1,0,0,0,0,6,1,41,246,19,683,3
11620,10,1,2,0,0,1,0,6,0,45,870,19,258,2
11621,6,0,0,0,0,0,0,6,0,43,682,19,156,6
